index,carat,depth,table,x,y,z,price,cutne,colorne,clarityne
25109,1.51,62.4,57.0,7.3,7.34,4.57,9569,2,4,2
25110,0.54,61.3,56.0,5.23,5.28,3.22,1982,2,3,6
25111,1.1,61.7,56.0,6.65,6.64,4.1,11233,3,0,7
25112,1.51,62.6,59.0,7.28,7.31,4.57,7162,3,5,3
25113,0.33,60.9,55.0,4.5,4.46,2.73,1002,2,0,5
25114,0.38,61.2,60.0,4.68,4.7,2.87,967,3,4,6
25115,0.42,62.1,55.0,4.79,4.81,2.98,743,2,1,2
25116,2.0,64.1,58.0,7.85,7.79,5.01,9193,1,6,2
25117,1.85,62.4,57.0,7.91,7.86,4.92,14245,2,5,7
25118,2.08,59.7,59.0,8.38,8.29,4.98,12454,3,4,3
25119,0.9,64.4,60.0,5.95,6.0,3.85,4117,1,0,2
25120,0.72,59.9,57.0,5.83,5.86,3.5,3610,4,4,6
25121,0.27,61.9,57.0,4.12,4.15,2.56,442,4,3,7
25122,0.32,62.0,57.0,4.42,4.38,2.73,972,3,0,5
25123,0.91,63.5,57.0,6.07,6.11,3.87,4211,1,1,2
25124,1.3,61.0,59.0,7.05,7.08,4.31,10930,3,2,4
25125,1.24,60.4,59.0,6.99,6.92,4.2,5277,3,4,3
25126,0.42,61.7,56.0,4.8,4.82,2.97,958,2,1,5
25127,0.93,62.0,57.0,6.31,6.28,3.9,3266,2,2,3
25128,0.74,66.1,61.0,5.6,5.57,3.69,2553,0,4,5
25129,0.6,61.1,55.0,5.46,5.48,3.34,1930,2,3,5
25130,0.71,60.9,55.0,5.76,5.87,3.54,1986,4,6,3
25131,0.32,61.6,57.0,4.39,4.42,2.71,716,2,2,4
25132,0.57,60.2,60.0,5.44,5.36,3.25,2059,3,3,7
25133,0.31,60.5,60.0,4.37,4.39,2.65,682,2,1,4
25134,1.2,61.2,56.0,6.89,6.86,4.21,9570,2,3,6
25135,1.54,60.1,58.0,7.53,7.48,4.51,9314,3,5,2
25136,2.0,62.9,58.0,7.98,7.92,5.0,13420,3,3,3
25137,0.7,61.0,57.0,5.73,5.68,3.48,2777,3,1,2
25138,0.55,60.3,58.0,5.32,5.29,3.2,1832,3,2,4
25139,1.01,63.5,55.0,6.32,6.27,4.0,3032,4,4,3
25140,0.41,62.9,56.0,4.71,4.73,2.97,755,4,2,2
25141,0.9,62.7,64.0,6.0,6.09,3.79,2934,1,4,3
25142,0.76,61.0,55.0,5.92,5.89,3.6,3201,2,2,5
25143,0.53,62.1,57.0,5.16,5.18,3.21,1721,2,3,4
25144,0.32,62.0,57.0,4.41,4.37,2.72,900,2,1,5
25145,0.75,62.2,57.0,5.8,5.84,3.62,2456,2,3,2
25146,0.41,61.0,55.0,4.8,4.82,2.93,1123,2,3,6
25147,1.72,59.5,60.0,7.79,7.75,4.62,11455,3,4,5
25148,0.31,60.0,56.0,4.45,4.49,2.68,1039,4,1,6
25149,1.02,61.6,55.0,6.46,6.52,4.0,4824,2,1,3
25150,0.47,61.7,57.0,4.99,5.03,3.09,1136,2,4,5
25151,1.52,62.6,59.0,7.36,7.27,4.58,11743,3,2,2
25152,0.32,62.4,55.0,4.4,4.42,2.75,954,4,3,1
25153,0.33,61.6,60.0,4.41,4.46,2.73,666,3,3,4
25154,1.06,62.0,57.0,6.54,6.5,4.04,5342,2,3,2
25155,0.52,63.3,57.0,5.11,5.13,3.24,1279,4,1,2
25156,1.76,62.1,56.0,7.69,7.77,4.8,10896,2,3,2
25157,0.52,62.2,56.0,5.13,5.16,3.2,1822,2,0,5
25158,0.7,63.5,57.0,5.59,5.66,3.59,2106,4,4,2
25159,0.52,61.3,56.0,5.2,5.15,3.17,1919,2,0,5
25160,0.31,62.6,56.0,4.36,4.33,2.72,942,2,0,5
25161,1.7,61.7,58.0,7.69,7.6,4.72,13256,3,3,2
25162,0.34,60.4,56.0,4.56,4.54,2.75,589,3,5,2
25163,0.31,60.7,61.0,4.32,4.34,2.63,435,4,5,5
25164,1.06,62.4,58.0,6.56,6.51,4.07,4862,3,2,2
25165,0.41,60.2,62.0,4.8,4.84,2.9,986,1,0,4
25166,0.32,62.7,57.0,4.4,4.37,2.75,684,3,2,2
25167,1.01,61.8,58.0,6.42,6.37,3.95,6075,3,0,2
25168,1.22,62.7,54.0,6.77,6.83,4.27,8014,2,4,7
25169,0.3,63.8,56.0,4.26,4.3,2.73,447,1,3,2
25170,1.19,59.1,58.0,6.96,7.05,4.14,7989,4,3,4
25171,0.5,64.7,57.0,4.98,4.88,3.19,945,0,1,3
25172,0.51,62.4,58.0,5.13,5.1,3.19,1574,3,2,5
25173,1.21,61.5,56.0,6.83,6.89,4.22,11572,2,3,6
25174,0.52,62.3,55.0,5.12,5.16,3.2,1911,2,3,7
25175,0.9,61.9,56.0,6.15,6.22,3.83,5335,2,3,7
25176,0.7,62.9,59.0,5.66,5.59,3.4,3403,3,1,1
25177,1.65,62.3,55.0,7.56,7.6,4.72,15281,2,3,4
25178,1.08,63.2,57.0,6.5,6.54,4.12,4241,1,3,3
25179,1.51,59.2,59.0,7.53,7.47,4.44,7553,3,6,5
25180,0.57,61.0,57.0,5.34,5.31,3.25,1847,2,0,2
25181,0.3,62.6,53.0,4.28,4.32,2.69,373,2,6,4
25182,2.04,59.6,56.0,8.26,8.31,4.94,13550,1,6,5
25183,0.3,62.2,54.0,4.29,4.33,2.68,539,2,4,4
25184,0.7,62.3,56.0,5.68,5.72,3.55,2515,2,2,2
25185,0.24,61.2,57.0,4.04,4.06,2.48,419,2,2,5
25186,1.36,64.3,59.0,6.93,6.85,4.43,7549,1,3,2
25187,1.0,64.0,58.0,6.27,6.21,3.99,6250,1,0,4
25188,1.0,64.0,54.0,6.29,6.24,4.01,3304,1,0,3
25189,0.72,63.9,58.0,5.72,5.64,3.63,2305,1,1,2
25190,0.32,63.1,56.0,4.36,4.39,2.76,432,1,5,2
25191,1.51,63.8,57.0,7.24,7.18,4.6,7577,1,5,5
25192,0.76,62.2,55.0,5.89,5.87,3.66,2753,2,5,6
25193,1.1,60.7,55.0,6.74,6.71,4.08,6468,3,0,2
25194,0.96,60.3,57.0,6.35,6.38,3.84,4265,4,3,2
25195,0.24,61.5,61.0,4.02,4.04,2.48,485,4,0,7
25196,1.35,61.5,55.0,7.11,7.16,4.39,13230,2,3,7
25197,0.33,62.1,56.0,4.45,4.4,2.75,928,2,1,5
25198,1.53,57.1,56.0,7.69,7.65,4.38,7643,1,1,3
25199,1.0,66.5,62.0,6.19,6.1,4.09,3248,0,4,3
25200,0.32,63.3,57.0,4.36,4.39,2.77,589,1,0,2
25201,0.94,60.0,58.0,6.37,6.44,3.84,4661,3,1,2
25202,1.02,61.4,60.0,6.42,6.47,3.96,3769,3,0,0
25203,1.21,62.3,58.0,6.76,6.8,4.22,7568,4,3,5
25204,0.51,62.8,53.0,5.09,5.14,3.21,1810,2,3,6
25205,0.35,62.6,57.0,4.45,4.47,2.79,798,4,4,6
25206,1.02,61.0,58.0,6.48,6.51,3.96,4457,2,2,3
25207,0.8,60.7,60.0,6.0,6.09,3.67,4118,4,1,4
25208,0.51,63.9,56.0,5.11,5.07,3.25,1443,1,1,2
25209,0.96,62.7,58.0,6.24,6.2,3.9,3229,3,5,3
25210,0.51,61.8,56.0,5.16,5.1,3.17,1974,2,3,7
25211,1.13,62.2,59.0,6.67,6.61,4.13,3987,3,5,3
25212,0.4,62.5,60.0,4.67,4.71,2.93,596,4,6,5
25213,0.83,61.2,54.0,6.07,6.11,3.73,4617,2,2,4
25214,0.38,61.8,53.8,4.63,4.67,2.88,693,2,1,2
25215,0.54,61.9,54.0,5.25,5.28,3.26,1057,2,5,2
25216,0.7,62.5,55.0,5.67,5.72,3.56,2862,4,0,2
25217,0.32,61.6,55.0,4.41,4.45,2.73,1107,2,0,7
25218,1.24,61.4,58.0,6.94,6.9,4.25,5889,3,2,3
25219,0.28,61.5,58.0,4.22,4.17,2.58,646,3,4,6
25220,0.79,60.9,63.0,5.89,5.84,3.57,2394,4,3,2
25221,0.9,61.1,62.0,6.2,6.24,3.8,4362,1,0,2
25222,0.34,61.4,57.0,4.51,4.48,2.76,765,2,3,5
25223,0.4,61.7,60.0,4.72,4.68,2.9,882,3,1,2
25224,0.38,62.4,56.0,4.64,4.67,2.9,1267,2,1,6
25225,0.51,62.0,56.0,5.14,5.17,3.2,1668,2,4,4
25226,1.01,56.7,61.0,6.68,6.7,3.79,4413,1,1,3
25227,0.31,61.8,55.0,4.35,4.33,2.68,872,2,1,5
25228,1.07,61.1,57.0,6.66,6.6,4.05,4319,2,5,5
25229,0.4,60.9,58.0,4.81,4.78,2.92,1200,3,0,4
25230,0.72,59.5,57.0,5.91,5.86,3.5,2863,2,2,5
25231,0.5,62.5,57.0,5.04,5.07,3.16,1154,2,1,3
25232,0.31,60.5,56.0,4.38,4.41,2.66,1009,4,0,7
25233,0.23,63.4,56.0,3.84,3.89,2.45,402,4,2,5
25234,0.54,63.2,56.0,5.19,5.16,3.27,1389,4,3,2
25235,0.55,58.4,61.0,5.37,5.31,3.12,1134,3,1,3
25236,1.0,65.7,58.0,6.25,6.2,4.09,3265,0,5,5
25237,0.3,62.9,59.0,4.22,4.3,2.68,473,4,5,4
25238,0.33,62.0,56.0,4.47,4.44,2.76,728,2,0,2
25239,0.73,62.7,58.0,5.76,5.7,3.59,2801,3,2,5
25240,1.52,59.7,57.0,7.48,7.5,4.47,13777,2,3,4
25241,0.44,62.4,57.0,4.88,4.9,3.05,1003,2,1,5
25242,1.31,62.2,56.0,7.02,6.97,4.35,7358,3,3,2
25243,0.9,62.3,58.0,6.27,6.05,3.84,3740,3,0,3
25244,1.0,62.7,58.0,6.37,6.33,3.98,4732,3,4,4
25245,0.75,62.3,57.0,5.83,5.88,3.65,3270,4,2,4
25246,0.35,66.2,61.0,4.4,4.36,2.9,738,0,1,7
25247,1.2,60.7,59.0,6.9,6.87,4.18,5510,3,5,2
25248,0.56,62.1,56.0,5.29,5.3,3.29,2510,2,2,6
25249,1.21,58.8,59.0,7.01,6.98,4.11,6708,3,4,5
25250,1.08,61.8,54.0,6.6,6.61,4.09,5517,2,4,2
25251,0.39,63.3,56.0,4.63,4.6,2.92,746,4,6,5
25252,0.35,60.7,57.0,4.53,4.57,2.76,644,2,0,2
25253,0.62,61.6,56.0,5.45,5.48,3.37,2861,2,3,7
25254,0.78,61.5,60.0,5.86,5.92,3.62,3898,4,1,4
25255,1.0,61.6,61.0,6.3,6.37,3.9,5197,4,2,2
25256,0.83,61.8,55.0,6.05,6.09,3.75,3171,2,3,2
25257,0.72,61.6,56.0,5.8,5.73,3.55,3554,2,0,4
25258,0.29,60.6,55.0,4.33,4.35,2.63,619,2,1,4
25259,1.39,61.3,59.0,7.24,7.15,4.41,7991,3,3,2
25260,0.7,61.4,59.0,5.67,5.64,3.47,2218,3,0,2
25261,0.45,66.9,60.0,4.78,4.71,3.18,980,0,1,5
25262,0.5,61.3,59.0,5.09,5.04,3.11,1614,3,0,5
25263,0.34,60.7,56.0,4.55,4.51,2.75,765,2,1,2
25264,1.04,58.9,63.0,6.59,6.55,3.87,4484,4,4,2
25265,1.01,61.8,58.0,6.45,6.37,3.96,4072,3,5,2
25266,1.01,61.8,60.0,6.39,6.36,3.94,2781,3,2,0
25267,1.06,61.8,56.0,6.59,6.52,4.05,6114,2,1,2
25268,0.5,61.9,56.0,5.08,5.13,3.16,1410,2,5,5
25269,1.0,65.7,55.0,6.17,6.22,4.07,6163,1,0,5
25270,0.31,63.7,55.0,4.3,4.33,2.75,489,1,5,4
25271,1.0,63.2,58.0,6.33,6.27,3.98,5645,4,3,5
25272,0.36,60.6,56.0,4.64,4.66,2.82,980,2,4,1
25273,0.33,61.9,57.0,4.43,4.46,2.75,1312,2,1,6
25274,2.0,62.1,60.0,8.1,8.01,5.3,11202,3,4,3
25275,1.21,62.1,59.0,6.81,6.75,4.21,6573,2,4,2
25276,0.92,62.3,57.0,6.19,6.27,3.88,5183,4,3,7
25277,0.31,63.0,57.0,4.33,4.27,2.71,749,3,2,5
25278,0.41,59.3,61.0,4.8,4.84,2.86,705,4,1,2
25279,0.38,60.4,57.0,4.68,4.71,2.83,726,2,3,5
25280,1.53,63.2,58.0,7.33,7.3,4.62,11379,4,2,4
25281,0.76,61.2,57.0,5.85,5.9,3.59,3212,2,3,2
25282,0.91,62.7,57.0,6.15,6.19,3.87,3557,2,3,3
25283,0.57,61.0,56.0,5.38,5.4,3.29,2297,2,1,4
25284,0.71,62.4,60.0,5.66,5.68,3.54,2590,3,1,5
25285,0.51,59.9,63.0,5.22,5.16,3.11,1812,4,2,4
25286,0.91,63.4,56.0,6.18,6.1,3.89,3771,4,4,2
25287,2.03,58.8,59.0,8.23,8.28,4.85,18115,4,1,3
25288,1.5,62.8,59.0,7.29,7.19,4.55,9240,3,6,4
25289,1.51,59.6,60.0,7.58,7.48,4.49,7553,3,6,5
25290,0.9,57.4,61.0,6.42,6.37,3.67,3193,1,6,7
25291,0.37,61.1,57.0,4.65,4.61,2.83,1041,2,2,4
25292,1.21,61.7,56.0,6.82,6.85,4.22,12111,2,1,4
25293,0.83,61.3,59.0,6.08,6.02,3.71,3625,3,1,5
25294,0.7,63.8,59.0,5.51,5.55,3.53,2353,1,3,5
25295,0.38,62.0,57.0,4.62,4.61,2.86,1176,2,1,7
25296,0.4,63.2,57.0,4.7,4.73,2.98,631,1,6,4
25297,1.0,62.8,59.0,6.32,6.36,3.98,4851,4,2,2
25298,0.71,60.0,59.0,5.76,5.8,3.47,2711,4,3,2
25299,0.4,63.3,56.0,4.68,4.74,2.98,687,1,1,2
25300,2.01,59.4,62.0,8.27,8.22,4.9,14939,3,3,3
25301,0.29,62.4,56.0,4.22,4.24,2.64,673,2,3,6
25302,0.51,63.5,57.0,5.05,5.06,3.21,1343,1,3,5
25303,0.41,62.1,58.0,4.77,4.73,2.95,876,3,1,3
25304,0.42,60.2,57.0,4.85,4.88,2.93,884,2,5,6
25305,0.53,62.1,54.0,5.2,5.24,3.24,1046,2,5,5
25306,1.12,63.1,56.0,6.62,6.59,4.17,4576,4,4,2
25307,0.76,61.7,56.0,5.85,5.88,3.62,2026,2,6,5
25308,1.05,61.9,57.0,6.51,6.54,4.04,8645,2,3,7
25309,1.21,60.0,58.0,6.89,6.97,4.16,4929,4,5,3
25310,0.34,61.4,55.0,4.51,4.54,2.78,616,2,3,5
25311,0.84,59.0,59.0,6.18,6.13,3.63,3115,3,2,2
25312,0.34,61.2,58.0,4.5,4.46,2.74,765,3,3,5
25313,0.6,62.5,55.0,5.4,5.42,3.38,4172,2,0,6
25314,0.5,61.1,55.0,5.15,5.13,3.14,2081,3,2,6
25315,1.22,60.7,57.0,6.92,6.88,4.19,4714,2,5,3
25316,0.51,59.9,61.0,5.18,5.14,3.09,1574,3,0,2
25317,1.06,60.8,58.0,6.59,6.54,3.99,5485,3,1,2
25318,0.31,62.9,56.0,4.27,4.31,2.7,435,4,4,2
25319,0.72,61.0,57.0,5.78,5.8,3.53,2835,2,1,2
25320,0.3,62.7,54.0,4.3,4.34,2.71,764,2,3,6
25321,0.33,61.8,57.0,4.47,4.43,2.75,1021,2,2,6
25322,1.21,60.1,55.0,7.01,6.91,4.18,8870,3,2,5
25323,0.39,64.3,55.0,4.56,4.64,2.96,681,1,2,5
25324,0.43,61.7,58.0,4.82,4.84,2.98,739,3,2,2
25325,1.02,63.8,59.0,6.34,6.27,4.02,6080,1,3,5
25326,0.54,61.5,56.0,5.24,5.23,3.22,1637,2,4,4
25327,1.3,60.4,59.0,7.12,7.06,4.28,10090,3,2,5
25328,1.0,59.9,61.0,6.46,6.42,3.86,4333,3,2,3
25329,2.11,61.0,58.0,8.31,8.27,5.06,13233,3,4,3
25330,1.17,59.9,59.0,6.86,6.82,4.1,4167,3,2,3
25331,0.9,61.0,63.0,6.1,6.13,3.73,4381,4,0,2
25332,1.51,62.2,60.0,7.3,7.23,4.52,8794,3,5,2
25333,1.01,59.3,59.0,6.5,6.58,3.88,4120,4,6,5
25334,0.51,62.7,56.0,5.08,5.13,3.2,1656,4,3,4
25335,1.55,63.2,57.0,7.35,7.31,4.64,7066,4,4,2
25336,2.22,61.3,56.0,8.45,8.36,5.15,18531,2,5,5
25337,0.31,61.7,61.0,4.34,4.31,2.67,698,3,4,4
25338,0.6,62.3,56.0,5.37,5.41,3.36,2652,2,2,7
25339,0.58,65.1,58.0,5.25,5.22,3.41,1156,0,0,3
25340,1.1,62.1,56.0,6.68,6.56,4.12,3918,3,2,3
25341,1.52,62.9,60.0,7.31,7.28,4.59,12148,3,3,5
25342,0.91,62.8,59.0,6.13,6.16,3.86,3968,4,1,3
25343,0.5,63.0,57.0,5.01,5.05,3.17,1098,4,1,3
25344,1.62,62.0,60.0,7.5,7.57,4.67,9683,4,5,5
25345,0.51,62.0,56.0,5.13,5.16,3.19,1188,2,3,3
25346,0.3,61.6,57.0,4.3,4.33,2.66,710,2,0,5
25347,1.01,62.6,54.0,6.38,6.34,3.98,4468,3,2,3
25348,0.35,60.7,60.0,4.58,4.55,2.77,984,3,1,5
25349,2.51,62.2,58.0,8.73,8.67,5.41,18020,3,6,5
25350,1.05,61.2,57.0,6.51,6.55,4.0,8022,2,3,4
25351,1.16,62.6,58.0,6.68,6.73,4.2,6768,2,2,2
25352,0.52,62.6,55.0,5.12,5.16,3.22,1111,4,4,2
25353,0.5,62.2,59.0,5.06,5.1,3.16,1436,3,2,5
25354,0.5,62.0,56.0,5.09,5.12,3.16,1178,2,4,2
25355,0.31,61.9,57.0,4.36,4.39,2.71,548,2,0,2
25356,0.54,62.7,57.0,5.14,5.22,3.25,1564,2,5,6
25357,1.14,61.6,56.0,6.72,6.74,4.14,7079,2,4,2
25358,0.3,62.0,54.0,4.3,4.34,2.68,661,2,0,4
25359,0.91,56.3,64.0,6.37,6.42,3.6,4823,1,1,5
25360,0.56,62.5,57.0,5.28,5.25,3.29,1698,3,3,5
25361,0.7,63.1,58.0,5.6,5.66,3.55,3622,4,2,6
25362,0.3,62.2,59.0,4.28,4.24,2.65,776,3,3,4
25363,0.3,62.3,58.0,4.31,4.33,2.69,473,3,4,5
25364,0.5,62.8,55.0,5.05,5.08,3.18,1077,4,1,3
25365,0.23,60.2,57.0,4.02,4.07,2.43,577,4,0,5
25366,0.72,62.4,55.0,5.72,5.75,3.58,2868,2,5,4
25367,0.32,61.0,56.0,4.43,4.45,2.71,918,2,3,1
25368,0.3,60.6,58.0,4.33,4.35,2.63,605,4,4,7
25369,1.31,61.2,60.0,7.02,6.93,4.27,5176,3,1,3
25370,2.01,61.9,57.0,8.14,8.05,5.01,17403,2,4,2
25371,0.4,61.4,57.0,4.72,4.79,2.92,926,2,4,5
25372,0.9,62.6,58.0,6.08,6.13,3.82,4681,4,2,5
25373,1.02,61.0,58.0,6.46,6.52,3.96,7503,4,1,4
25374,0.3,62.4,58.0,4.28,4.31,2.68,622,4,1,7
25375,0.31,61.8,55.0,4.33,4.37,2.69,734,2,0,5
25376,1.0,65.5,55.0,6.3,6.25,4.11,2875,0,6,4
25377,0.31,60.8,56.0,4.32,4.37,2.64,571,2,0,2
25378,0.3,62.2,54.0,4.29,4.33,2.68,638,2,3,7
25379,1.51,60.5,56.0,7.45,7.42,4.5,15303,2,3,7
25380,0.45,62.6,57.0,4.94,4.87,3.07,996,3,2,3
25381,1.01,63.2,55.0,6.4,6.32,4.02,3676,4,5,2
25382,1.1,60.8,58.0,6.68,6.63,4.04,5291,2,5,4
25383,0.36,61.6,56.0,4.57,4.62,2.83,865,4,4,1
25384,0.72,62.2,57.0,5.7,5.74,3.56,3229,4,2,4
25385,0.3,62.3,56.0,4.29,4.32,2.68,863,2,3,1
25386,1.04,62.0,59.0,6.49,6.47,4.02,3669,3,6,3
25387,0.35,60.0,56.0,4.61,4.63,2.77,1162,4,0,7
25388,0.3,62.1,53.6,4.28,4.31,2.67,601,2,2,5
25389,0.36,59.7,55.0,4.65,4.69,2.79,571,4,5,7
25390,0.3,62.3,55.0,4.31,4.29,2.68,1013,2,3,6
25391,0.5,65.0,55.0,5.01,4.96,3.24,1577,0,2,4
25392,0.55,63.3,54.0,5.21,5.24,3.31,1138,1,1,2
25393,0.32,57.8,56.0,4.55,4.65,2.66,1252,1,0,1
25394,0.44,61.3,60.0,4.88,4.94,3.01,1081,3,3,7
25395,1.01,59.3,59.0,6.57,6.54,3.89,5206,3,0,3
25396,0.36,60.8,56.0,4.61,4.63,2.81,587,2,4,5
25397,0.7,63.7,55.0,5.62,5.69,3.6,2192,4,2,2
25398,1.26,60.9,57.0,7.03,6.96,4.26,5434,3,4,3
25399,0.7,63.1,57.0,5.7,5.61,3.57,2497,4,3,4
25400,0.3,62.6,56.0,4.28,4.31,2.69,710,2,0,5
25401,0.32,60.9,56.0,4.45,4.41,2.7,612,3,3,2
25402,1.23,61.5,57.0,6.9,6.95,4.26,5217,2,6,5
25403,0.91,63.8,58.0,6.04,6.09,3.87,3848,1,0,3
25404,0.92,62.5,59.0,6.24,6.14,3.87,5028,3,0,2
25405,0.4,63.4,56.0,4.68,4.72,2.98,783,1,3,4
25406,1.35,62.7,57.0,7.01,7.05,4.41,6860,4,1,2
25407,0.39,63.3,55.0,4.66,4.63,2.94,1011,4,2,5
25408,0.37,60.9,60.0,4.63,4.6,2.81,833,3,4,4
25409,2.0,63.0,59.0,8.0,7.97,5.03,15214,3,6,7
25410,1.23,62.4,58.0,6.86,6.82,4.27,5269,3,5,3
25411,0.34,62.4,55.0,4.48,4.53,2.81,745,2,1,5
25412,1.03,59.9,61.0,6.56,6.63,3.95,8955,2,3,6
25413,0.5,61.5,62.0,5.06,5.09,3.12,1316,4,1,2
25414,0.53,61.6,58.0,5.19,5.23,3.21,1395,4,1,2
25415,0.7,61.0,56.0,5.75,5.79,3.51,3185,2,4,4
25416,0.53,62.3,56.0,5.19,5.23,3.24,1427,2,5,4
25417,0.54,61.2,56.0,5.27,5.28,3.23,1162,2,2,3
25418,0.76,62.1,57.0,5.82,5.87,3.63,2947,2,1,4
25419,0.71,61.4,55.0,5.78,5.82,3.56,3502,2,0,2
25420,0.34,61.5,56.0,4.47,4.5,2.76,596,2,3,5
25421,0.91,60.6,58.0,6.32,6.25,3.81,5101,3,1,4
25422,0.31,61.2,57.0,4.38,4.34,2.67,684,2,0,2
25423,1.23,62.1,54.0,6.87,6.89,4.27,7946,2,4,4
25424,0.72,61.8,55.0,5.75,5.78,3.56,2650,2,5,5
25425,1.28,62.3,58.0,7.0,6.94,4.34,6946,3,4,2
25426,0.42,62.4,57.0,4.79,4.76,2.98,1087,2,4,4
25427,0.32,62.1,60.0,4.34,4.39,2.71,561,3,3,5
25428,1.11,63.0,53.0,6.64,6.59,4.17,4744,3,5,5
25429,0.5,62.4,64.0,5.03,5.06,3.14,3017,1,0,7
25430,0.74,61.1,57.0,5.83,5.86,3.57,2947,2,5,4
25431,1.51,63.2,56.0,7.28,7.22,4.58,13757,4,1,5
25432,2.6,62.5,56.0,8.81,8.76,5.49,18369,2,6,3
25433,0.75,61.1,57.0,5.83,5.86,3.57,2993,2,1,2
25434,1.05,61.3,58.0,6.6,6.55,4.03,4318,3,3,3
25435,0.43,60.6,59.0,4.87,4.84,2.94,1016,3,2,2
25436,0.4,62.6,54.0,4.73,4.76,2.97,573,2,3,3
25437,0.39,58.2,62.0,4.77,4.82,2.79,1117,4,2,7
25438,0.6,60.0,56.0,5.46,5.51,3.29,1841,4,0,2
25439,0.32,61.8,55.0,4.41,4.43,2.73,918,2,3,1
25440,0.26,61.7,61.0,4.08,4.12,2.53,564,4,1,7
25441,1.2,61.7,56.0,6.82,6.76,4.19,4872,3,5,2
25442,1.0,69.5,55.0,6.17,6.1,4.26,2875,0,4,3
25443,0.9,61.8,57.0,6.19,6.21,3.83,3950,2,2,2
25444,1.01,59.8,61.0,6.45,6.49,3.87,5277,1,3,2
25445,1.01,62.8,57.0,6.36,6.41,4.01,13312,4,0,6
25446,0.31,61.5,55.2,4.36,4.39,2.7,513,2,4,5
25447,1.01,62.4,58.0,6.41,6.38,3.99,8416,3,0,4
25448,1.0,59.0,58.0,6.49,6.53,3.84,6875,4,1,5
25449,0.32,61.7,57.0,4.38,4.4,2.71,561,2,3,5
25450,0.73,62.4,56.0,5.72,5.76,3.58,2288,4,5,4
25451,1.14,61.8,56.0,6.68,6.72,4.14,7079,2,4,2
25452,0.6,62.7,58.0,5.34,5.37,3.36,1819,3,1,5
25453,1.41,61.2,55.0,7.22,7.25,4.43,14936,4,3,6
25454,0.91,60.2,58.0,6.31,6.28,3.79,4816,3,0,2
25455,0.74,60.8,59.0,5.83,5.85,3.55,2327,4,5,5
25456,0.8,61.0,57.0,6.0,6.03,3.67,3890,2,1,2
25457,1.59,59.4,61.0,7.62,7.56,4.51,7779,3,0,3
25458,1.5,64.7,59.0,7.13,7.05,4.59,7056,0,2,3
25459,0.3,63.3,57.0,4.25,4.28,2.7,394,1,3,3
25460,0.5,64.1,56.0,5.06,5.02,3.23,1791,1,3,7
25461,0.52,62.1,54.0,5.15,5.18,3.21,3373,2,0,6
25462,0.3,62.5,53.8,4.26,4.3,2.68,687,2,3,7
25463,0.4,62.8,59.0,4.67,4.7,2.94,707,4,1,2
25464,0.71,62.5,55.0,5.71,5.65,3.55,2788,2,2,2
25465,0.5,65.3,58.0,4.99,4.91,3.23,1134,0,1,2
25466,0.35,60.9,57.0,4.51,4.55,2.76,829,2,0,5
25467,1.37,61.6,55.0,7.13,7.16,4.4,8000,2,5,5
25468,0.4,63.1,57.0,4.72,4.75,2.99,622,1,0,3
25469,0.9,62.0,57.0,6.17,6.19,3.83,3578,2,4,3
25470,0.34,63.9,58.0,4.4,4.43,2.82,507,1,3,2
25471,0.33,61.4,55.0,4.46,4.5,2.75,692,4,3,7
25472,0.76,63.0,58.0,5.78,5.8,3.65,2593,4,4,2
25473,1.4,59.9,56.0,7.31,7.34,4.39,11584,4,3,4
25474,0.7,61.4,59.0,5.59,5.74,3.51,2512,3,3,4
25475,0.97,60.4,57.0,6.4,6.48,3.89,6801,2,4,6
25476,1.5,60.3,60.0,7.43,7.34,4.45,16558,3,1,4
25477,0.72,61.4,61.0,5.7,5.77,3.52,2093,4,6,6
25478,0.42,61.9,59.0,4.81,4.76,2.96,1040,3,0,2
25479,1.5,60.2,61.0,7.28,7.2,4.36,10219,3,3,2
25480,0.75,60.4,59.0,5.86,5.9,3.55,2680,2,5,5
25481,1.46,56.3,60.0,7.61,7.55,4.27,5723,0,4,3
25482,0.43,59.9,58.0,4.93,4.89,2.94,1129,3,2,4
25483,1.75,60.8,60.0,7.72,7.8,4.72,10727,4,4,3
25484,0.81,59.2,64.0,6.11,6.15,3.63,2474,1,3,3
25485,0.71,62.4,54.0,5.71,5.74,3.57,2923,2,1,4
25486,0.43,62.4,57.0,4.79,4.82,3.0,792,4,2,2
25487,1.54,60.7,56.0,7.51,7.46,4.54,7848,2,5,5
25488,0.31,60.4,56.0,4.43,4.38,2.66,1188,2,1,1
25489,1.73,60.7,58.0,7.73,7.78,4.71,9105,3,6,2
25490,0.3,63.5,57.0,4.21,4.26,2.69,500,1,2,2
25491,0.3,62.3,56.0,4.29,4.32,2.68,499,2,1,2
25492,1.01,60.0,58.0,6.55,6.51,3.92,4805,3,3,2
25493,1.02,62.6,59.0,6.43,6.38,4.01,4688,3,4,2
25494,0.71,62.0,58.0,5.65,5.7,3.52,2549,3,5,6
25495,0.74,62.7,58.0,5.83,5.74,3.63,2999,3,1,4
25496,1.02,60.4,60.0,6.49,6.53,3.93,4162,4,2,3
25497,0.3,62.3,53.7,4.29,4.32,2.68,532,2,5,7
25498,1.0,63.2,56.0,6.35,6.3,4.0,8172,4,2,7
